context,resolved_context,context_nouns,subcluster,subcluster_id
MY father judges the other people by looks and ironically he’s the one that people abuse .,"CorefResult(text=""MY father judges the other people by looks and iro..."", clusters=[['MY father', 'he']])","['MY father', 'the other people', 'looks', 'the one', 'people']",abuse (general),
I hate my parents and Idk what to do .,"CorefResult(text=""I hate my parents and Idk what to do ."", clusters=[['I', 'my']])",['my parents'],hate (Supportive Actions),1
"My family look at this boy like another son, they love him and he even has keys to my mother’s house.","CorefResult(text=""My family look at this boy like another son, they ..."", clusters=[['My family', 'they'], ['this boy', 'him', 'he'], ['My', 'my']])","['My family', 'this boy', 'another son', 'keys', 'my mother’s house']",love (Supportive Actions),1
and she is accusing herself because of abuse.,"CorefResult(text=""and she is accusing herself because of abuse."", clusters=[['she', 'herself']])",['abuse'],accuse (general),
and she is accusing herself because of abuse.,"CorefResult(text=""and she is accusing herself because of abuse."", clusters=[['she', 'herself']])",['abuse'],accuse (general),
she says i didnt understand his behaviour as sexually.,"CorefResult(text=""she says i didnt understand his behaviour as sexua..."", clusters=[['she', 'i']])",['his behaviour'],understand (general),
and she says she thought his behaviour was normal because our father loves her touching.,"CorefResult(text=""and she says she thought his behaviour was normal ..."", clusters=[['she', 'her']])","['his behaviour', 'our father']",love (Supportive Actions),3
and he loves our sister and us i dont know what to think.,"CorefResult(text=""and he loves our sister and us i dont know what to..."", clusters=[['our', 'us']])",['our sister'],love (Supportive Actions),3
and he loves our sister and us i dont know what to think.,"CorefResult(text=""and he loves our sister and us i dont know what to..."", clusters=[['our', 'us']])",['our sister'],love (Supportive Actions),3
I was abused physically and emotionally from a very young age by my father.,"CorefResult(text=""I was abused physically and emotionally from a ver..."", clusters=[['I', 'my']])","['a very young age', 'my father']",abuse (general),
"I have friends who emotionally depend on me but I can’t, I simply cannot, feel sympathy or empathy.","CorefResult(text=""I have friends who emotionally depend on me but I ..."", clusters=[['I', 'me', 'I', 'I']])","['friends', 'sympathy', 'empathy']",depend (general),
"I just do it, because I like it.","CorefResult(text=""I just do it, because I like it."", clusters=[['it', 'it']])",[],like (Supportive Actions),1
"I like acting and drama, because its easy.","CorefResult(text=""I like acting and drama, because its easy."", clusters=[])","['acting', 'drama']",like (Supportive Actions),1
"I like acting and drama, because its easy.","CorefResult(text=""I like acting and drama, because its easy."", clusters=[])","['acting', 'drama']",like (Supportive Actions),1
but i hate my husbands daughter (4 years old).,"CorefResult(text=""but i hate my husbands daughter (4 years old)."", clusters=[['i', 'my']])","['my husbands', 'daughter']",hate (Supportive Actions),1
She stopped b/c she did not think the therapist was helping her.,"CorefResult(text=""She stopped b/c she did not think the therapist wa..."", clusters=[['She', 'she', 'her']])","['b/c', 'the therapist']",help (Negative Affect / Conflict Emotion),1
"Whenever she wants my sisters and I to help her with something, she would speak in an incredibly high pitched voice.","CorefResult(text=""Whenever she wants my sisters and I to help her wi..."", clusters=[['my', 'I'], ['she', 'her', 'she']])","['my sisters', 'an incredibly high pitched voice']",help (Negative Affect / Conflict Emotion),1
"Whenever she wants my sisters and I to help her with something, she would speak in an incredibly high pitched voice.","CorefResult(text=""Whenever she wants my sisters and I to help her wi..."", clusters=[['my', 'I'], ['she', 'her', 'she']])","['my sisters', 'an incredibly high pitched voice']",help (Negative Affect / Conflict Emotion),4
"Whenever she wants my sisters and I to help her with something, she would speak in an incredibly high pitched voice.","CorefResult(text=""Whenever she wants my sisters and I to help her wi..."", clusters=[['my', 'I'], ['she', 'her', 'she']])","['my sisters', 'an incredibly high pitched voice']",help (Negative Affect / Conflict Emotion),1
"Whenever she wants my sisters and I to help her with something, she would speak in an incredibly high pitched voice.","CorefResult(text=""Whenever she wants my sisters and I to help her wi..."", clusters=[['my', 'I'], ['she', 'her', 'she']])","['my sisters', 'an incredibly high pitched voice']",help (Negative Affect / Conflict Emotion),3
"From the U.S.: First of all, I love my husband.","CorefResult(text=""From the U.S.: First of all, I love my husband."", clusters=[['I', 'my']])",['my husband'],love (Supportive Actions),0
"From the U.S.: First of all, I love my husband.","CorefResult(text=""From the U.S.: First of all, I love my husband."", clusters=[['I', 'my']])",['my husband'],love (Supportive Actions),0
We have been married for almost 3 years.,"CorefResult(text=""We have been married for almost 3 years."", clusters=[])",['almost 3 years'],marry (general),
"As a child my father abused me emotionally, lied compulsively and forced me to have trust issues.","CorefResult(text=""As a child my father abused me emotionally, lied c..."", clusters=[['my', 'me', 'me']])","['a child', 'my father', 'trust issues']",abuse (general),
"As a child my father abused me emotionally, lied compulsively and forced me to have trust issues.","CorefResult(text=""As a child my father abused me emotionally, lied c..."", clusters=[['my', 'me', 'me']])","['a child', 'my father', 'trust issues']",abuse (general),
"When they are, I don’t like it.","CorefResult(text=""When they are, I don’t like it."", clusters=[])",[],like (Supportive Actions),1
"I see my brother and his girlfriend express affection for each other, and I can’t understand love.","CorefResult(text=""I see my brother and his girlfriend express affect..."", clusters=[['I', 'my', 'I'], ['my brother', 'his']])","['my brother', 'his girlfriend', 'affection', 'love']",understand (general),
"I recently took interest in a girl, and I liked her.","CorefResult(text=""I recently took interest in a girl, and I liked he..."", clusters=[['a girl', 'her']])","['interest', 'a girl']",like (Supportive Actions),1
"I’m not seeking help, because tbh I like my mindset.","CorefResult(text=""I’m not seeking help, because tbh I like my mindse..."", clusters=[['I', 'I', 'my']])","['help', 'my mindset']",like (Supportive Actions),1
"He said she wouldn’t like it and be upset, so hence we had a wedding that we did not want.","CorefResult(text=""He said she wouldn’t like it and be upset, so henc..."", clusters=[['we', 'we']])",['a wedding'],like (Supportive Actions),4
"Some separate rational part of my brain knows they’re not true, even when I’m actively believing them.","CorefResult(text=""Some separate rational part of my brain knows they..."", clusters=[['my', 'I'], ['they', 'them']])","['Some separate rational part', 'my brain']",believe (general),
"I don’t understand why, and that is a problem because if i can’t understand it i can’t fix it.","CorefResult(text=""I don’t understand why, and that is a problem beca..."", clusters=[['I', 'i', 'i'], ['that', 'it', 'it']])",['a problem'],understand (general),
"He says because of things that happened in the past, he loves me but he doesn’t trust me and he believes after I have my son I’ll go back to my old ways and that my changes are an act.","CorefResult(text=""He says because of things that happened in the pas..."", clusters=[['He', 'he', 'he', 'he'], ['me', 'me', 'I', 'my', 'I', 'my', 'my']])","['things', 'the past', 'my son', 'my old ways', 'my changes', 'an act']",love (Supportive Actions),3
"He says because of things that happened in the past, he loves me but he doesn’t trust me and he believes after I have my son I’ll go back to my old ways and that my changes are an act.","CorefResult(text=""He says because of things that happened in the pas..."", clusters=[['He', 'he', 'he', 'he'], ['me', 'me', 'I', 'my', 'I', 'my', 'my']])","['things', 'the past', 'my son', 'my old ways', 'my changes', 'an act']",love (Supportive Actions),3
"He says because of things that happened in the past, he loves me but he doesn’t trust me and he believes after I have my son I’ll go back to my old ways and that my changes are an act.","CorefResult(text=""He says because of things that happened in the pas..."", clusters=[['He', 'he', 'he', 'he'], ['me', 'me', 'I', 'my', 'I', 'my', 'my']])","['things', 'the past', 'my son', 'my old ways', 'my changes', 'an act']",trust (general),
